# Predicted,Actual,Difference,Average: 3.7538
1182.9940129314,1186.28833,3.2943170686,
1155.2592532389,1142.47168,12.7875732389,
1160.3328187061,1162.583008,2.2501892939,
1172.7901225264,1175.094238,2.3041154736,
1181.4761612933,1178.997192,2.4789692933,
1177.648397977,1179.878784,2.230386023,
1176.8709378895,1173.237183,3.6337548895,
1173.6439562652,1164.020386,9.6235702652,
1187.2361815499,1192.181396,4.9452144501,
1171.4795528089,1166.34668,5.1328728089,
1161.6587702364,1161.799561,0.1407907636,
1161.2192678021,1166.140991,4.9217231979,
1172.120296888,1165.920288,6.200008888,
1168.6577108555,1167.60022,1.0574908555,
1169.686627331,1167.516846,2.1697813309,
1183.3899585186,1182.20813,1.1818285186,
1166.1079009226,1167.461304,1.3534030775,
1172.4326247399,1176.789795,4.3571702601,
1177.8418708643,1179.250854,1.4089831357,
1204.7519020738,1206.278198,1.5262959263,
1166.255710097,1161.076416,5.179294097,
1153.8172690958,1158.37854,4.5612709042,
1179.5722624625,1186.305054,6.7327915375,
1156.8798705102,1157.355591,0.4757204898,
1174.8734393119,1172.099121,2.7743183118,
1174.8670302446,1178.267334,3.4003037554,
1178.684133743,1176.792603,1.891530743,
1177.229110432,1176.815796,0.413314432,
1158.6656668234,1158.215698,0.4499688234,
1185.8290923624,1187.524536,1.6954436376,
1169.9461175042,1166.43335,3.5127675042,
1156.4101643449,1154.993896,1.4162683449,
1175.2857082396,1180.474731,5.1890227604,
1175.9041732794,1175.610596,0.2935772794,
1175.7041253514,1173.675903,2.0282223514,
1177.6672167714,1174.133423,3.5337937714,
1183.8602462348,1186.526733,2.6664867652,
1165.6778959121,1163.133179,2.5447169121,
1154.6467063686,1159.114014,4.4673076314,
1184.8202468829,1193.488159,8.6679121171,
1176.1766603914,1171.386597,4.7900633914,
1186.1468877552,1188.760498,2.6136102448,
1167.6635434038,1166.672485,0.9910584037,
1175.0035274236,1178.034546,3.0310185764,
1172.756072363,1169.508789,3.247283363,
1188.8519892701,1187.423096,1.4288932701,
1172.7424045952,1176.433594,3.6911894048,
1170.9093031408,1164.532349,6.3769541408,
1174.0136986236,1168.044189,5.9695096235,
1176.6741345427,1176.390991,0.2831435427,
1172.2004578991,1178.966064,6.7656061009,
1187.1116611618,1180.265381,6.8462801618,
1162.3964623266,1161.939697,0.4567653266,
1153.2891846079,1151.976929,1.3122556079,
1183.5511912352,1192.18103,8.6298387648,
1157.3462504143,1159.800781,2.4545305857,
1183.0054949933,1192.513794,9.5082990067,
1178.8667615422,1174.459839,4.4069225422,
1174.9841554307,1170.680054,4.3041014307,
1173.2989853452,1176.127075,2.8280896548,
1184.6712462618,1185.147705,0.4764587382,
1172.7370920014,1176.053467,3.3163749986,
1177.5108311308,1171.80249,5.7083411308,
1160.3386471776,1163.479004,3.1403568224,
1172.2682751732,1172.249634,0.0186411731,
1168.9509401126,1170.651367,1.7004268874,
1185.2745189607,1187.296997,2.0224780393,
1177.9119695255,1181.636597,3.7246274745,
1181.5212053468,1168.634766,12.8864393468,
1167.1169177159,1163.501953,3.6149647158,
1168.5418972423,1172.437134,3.8952367577,
1164.1095778813,1156.512329,7.5972488813,
1156.3603532153,1160.792847,4.4324937847,
1169.0036094341,1170.976074,1.9724645659,
1163.1782158524,1172.887085,9.7088691476,
1172.030305634,1172.886108,0.855802366,
1165.6698476111,1165.875732,0.2058843889,
1167.5330588864,1169.543091,2.0100321136,
1170.3349626829,1169.960205,0.3747576829,
1166.2305871633,1170.518066,4.2874788367,
1153.8577769669,1153.652954,0.2048229669,
1156.4414430197,1153.020508,3.4209350196,
1178.9074712096,1180.123169,1.2156977904,
1191.3165722924,1196.765991,5.4494187076,
1188.9386960785,1190.536621,1.5979249215,
1168.5927062936,1174.496338,5.9036317064,
1193.2059598314,1193.918335,0.7123751686,
1165.5041923183,1162.090698,3.4134943183,
1179.7344354726,1187.042114,7.3076785274,
1168.0718807632,1166.842529,1.2293517632,
1200.7389098368,1202.854004,2.1150941632,
1181.8381779664,1181.426025,0.4121529664,
1171.6440772033,1175.788452,4.1443747967,
1152.8683924124,1150.945313,1.9230794123,
1183.281321633,1187.954956,4.673634367,
1186.765864858,1187.001709,0.235844142,
1189.7638998869,1189.913452,0.1495521131,
1174.8760242359,1182.345825,7.4698007642,
1177.4848110666,1178.509766,1.0249549334,
1155.5209966034,1157.348267,1.8272703966,
1184.5005736013,1186.694214,2.1936403987,
1158.6285925454,1162.862549,4.2339564546,
1189.8513427176,1192.201538,2.3501952824,
1172.2859318697,1173.51416,1.2282281303,
1179.9439774709,1183.720459,3.7764815291,
1150.7424336538,1149.172363,1.5700706538,
1179.6022748689,1181.565552,1.9632771311,
1161.9550712592,1167.275269,5.3201977408,
1352.831151601,1368.950684,16.119532399,
1158.8776166514,1162.221924,3.3443073486,
1144.0863484454,1143.611572,0.4747764454,
1177.7098729957,1183.207642,5.4977690043,
1146.207467561,1164.05188,17.844412439,
1188.9020086564,1189.025879,0.1238703436,
1160.3023708146,1159.87085,0.4315208146,
1161.6067249325,1159.515869,2.0908559325,
1163.7832351532,1163.199707,0.5835281532,
1168.308900336,1172.29187,3.982969664,
1175.5344065254,1180.737061,5.2026544746,
1175.3296109264,1180.121216,4.7916050736,
1181.6381126409,1180.208008,1.4301046409,
1168.7764471795,1165.151855,3.6245921795,
1162.4897155637,1162.900513,0.4107974363,
1166.6220311309,1167.40918,0.7871488691,
1173.8310654888,1172.207397,1.6236684888,
1182.2266136604,1181.785522,0.4410916603,
1181.6504970269,1182.555298,0.9048009731,
1151.2581905913,1148.214478,3.0437125913,
1322.1559102543,1323.881714,1.7258037457,
1158.363184156,1151.790161,6.573023156,
1159.4517213175,1156.458374,2.9933473175,
1182.1196536086,1177.033569,5.0860846086,
1161.9839666558,1158.422974,3.5609926558,
1160.293868293,1164.401489,4.1076207071,
1184.6344181278,1194.47583,9.8414118722,
1146.7541269045,1145.495483,1.2586439045,
1180.3103754006,1184.158203,3.8478275994,
1173.0617131891,1169.741821,3.3198921891,
1188.2946023941,1189.065186,0.770583606,
1159.0318756085,1151.356567,7.6753086085,
1176.7846608172,1180.406006,3.6213451828,
1185.4666530183,1183.281006,2.1856470183,
1241.4170336761,1244.166138,2.7491043239,
1170.3157718462,1173.686035,3.3702631538,
1156.9211832138,1163.397705,6.4765217862,
1148.2623034191,1150.155396,1.8930925809,
1165.9711059596,1166.935303,0.9641970405,
1181.2616899341,1175.891113,5.3705769341,
1180.1688265537,1176.054688,4.1141385537,
1162.6412855758,1158.312744,4.3285415757,
1174.8647709015,1179.709839,4.8450680985,
1182.8954736638,1192.530884,9.6354103362,
1173.4140192981,1179.917847,6.5038277019,
1159.4730820905,1160.791382,1.3182999095,
1176.1639478136,1179.078247,2.9142991864,
1162.2037308357,1168.968384,6.7646531643,
1152.2066456948,1150.343506,1.8631396948,
1178.3313556091,1170.54126,7.7900956091,
1155.926711348,1160.049438,4.122726652,
1187.5049021898,1180.156006,7.3488961898,
1178.2642270146,1181.144043,2.8798159854,
1152.5884487016,1155.932251,3.3438022984,
1158.2423494626,1164.273804,6.0314545374,
1195.4696142541,1189.008911,6.4607032541,
1175.2961002316,1177.029785,1.7336847684,
1173.3761808705,1171.767334,1.6088468705,
1166.5545878603,1165.681274,0.8733138603,
1167.1902002606,1170.769165,3.5789647394,
1181.6030225765,1180.943604,0.6594185765,
1173.2547706551,1179.796631,6.5418603449,
1164.5357130515,1163.633301,0.9024120515,
1178.336177749,1181.984497,3.648319251,
1187.4211114992,1193.18396,5.7628485008,
1164.5547934172,1167.317505,2.7627115828,
1159.6720273486,1161.749146,2.0771186514,
1184.7293731159,1174.690918,10.0384551159,
1188.1838849273,1185.633179,2.5507059273,
1164.9877901573,1167.812134,2.8243438427,
1172.5446217381,1173.084717,0.5400952619,
1191.771690151,1191.163086,0.6086041509,
1189.1178930311,1189.032349,0.085544031,
1188.3151459544,1191.179199,2.8640530456,
1171.5424233872,1157.965332,13.5770913872,
1164.1606113917,1165.631104,1.4704926084,
1179.4118816997,1185.803955,6.3920733003,
1178.846391185,1179.426392,0.580000815,
1172.6851870165,1174.864624,2.1794369835,
1189.6911948459,1190.50708,0.8158851541,
1170.0611918339,1167.504883,2.5563088339,
1156.446058679,1159.370972,2.924913321,
1162.373975786,1163.924438,1.550462214,
1168.9345583233,1171.834839,2.9002806767,
1176.7859770393,1173.795166,2.9908110393,
1149.3861770662,1145.925415,3.4607620662,
1155.366359429,1160.286987,4.920627571,
1163.9334751644,1160.635132,3.2983431644,
1160.8493894923,1165.414795,4.5654055077,
1173.0787228686,1176.053467,2.9747441314,
1190.0210673355,1186.434692,3.5863753355,
1167.6068388424,1170.549194,2.9423551576,
1182.0720784624,1187.47229,5.4002115376,
1187.688682532,1182.778076,4.910606532,
1167.501070967,1165.328003,2.173067967,
1184.2350934337,1190.319702,6.0846085663,
1202.9142318553,1204.528442,1.6142101447,
1176.4392149955,1180.30957,3.8703550045,
1177.596828543,1174.609253,2.987575543,
1166.2978736031,1161.237793,5.0600806031,
1163.3248808886,1166.292847,2.9679661114,
1181.5677379467,1181.640747,0.0730090533,
1180.4071286973,1179.272949,1.1341796973,
1187.0115720372,1185.681519,1.3300530372,
1182.8409685891,1187.473633,4.6326644109,
1172.5916293003,1174.968018,2.3763886997,
1173.0798702631,1172.376099,0.7037712631,
1196.958888805,1189.021729,7.937159805,
1163.3230081038,1166.939331,3.6163228962,
1157.3483188591,1160.171143,2.8228241409,
1180.3319676296,1185.143921,4.8119533704,
1183.3713038383,1181.109009,2.2622948383,
1180.3682864282,1179.543213,0.8250734282,
1166.7348953569,1167.663696,0.9288006431,
1174.4565582008,1174.906494,0.4499357992,
1166.9720986958,1174.057617,7.0855183042,
1163.3075056727,1164.344727,1.0372213273,
1165.4069967077,1163.557739,1.8492577077,
1159.0754193372,1159.236328,0.1609086628,
1168.4509783054,1170.672607,2.2216286946,
1186.7043758544,1191.493286,4.7889101456,
1178.538362038,1168.951172,9.587190038,
1157.3757764143,1155.902832,1.4729444143,
1162.5233952302,1165.387817,2.8644217698,
1180.9979568527,1182.914673,1.9167161473,
1179.8326691998,1187.613281,7.7806118002,
1157.262877788,1159.414551,2.151673212,
1175.4810644516,1177.598389,2.1173245485,
1159.4639900214,1157.162231,2.3017590214,
1335.3068413227,1343.750122,8.4432806774,
1153.34342819,1149.182129,4.1612991899,
1161.5566040522,1158.080811,3.4757930522,
1179.7847579853,1190.287842,10.5030840147,
1167.0791560484,1168.551514,1.4723579516,
1187.8820887853,1185.993286,1.8888027853,
1195.7553468872,1196.772339,1.0169921128,
1189.0305145098,1194.115723,5.0852084902,
1157.9296212164,1151.295532,6.6340892164,
1167.0638877691,1168.937622,1.873734231,
1165.5598949252,1161.609009,3.9508859252,
1156.219471393,1151.235352,4.984119393,
1154.992189617,1159.581665,4.589475383,
1180.21672892,1181.109375,0.89264608,
1161.6047510521,1164.037109,2.4323579479,
1174.4820707748,1181.026611,6.5445402252,
1182.4478331888,1183.390991,0.9431578113,
1175.7551901408,1174.063232,1.6919581408,
1185.0812621343,1190.976074,5.8948118658,
1179.2387516063,1180.088623,0.8498713937,
1201.3271552094,1203.147705,1.8205497906,
1197.7561684391,1199.928955,2.1727865609,
1174.9043585185,1179.952881,5.0485224815,
1176.0960257033,1176.876221,0.7801952967,
1159.2875553653,1165.937378,6.6498226347,
1172.9936901706,1176.391357,3.3976668294,
1171.2485430096,1173.405518,2.1569749904,
1178.8030528637,1180.685303,1.8822501363,
1167.5386478259,1175.371338,7.8326901741,
1158.1005735077,1164.793335,6.6927614923,
1172.0550393755,1172.101196,0.0461566245,
1182.7458051785,1188.241577,5.4957718216,
1157.701425291,1161.643799,3.942373709,
1169.8974420718,1179.145508,9.2480659282,
1181.0523116349,1180.574951,0.4773606349,
1163.1844301393,1164.35437,1.1699398607,
1174.256996015,1174.029663,0.227333015,
1179.4683448524,1187.19812,7.7297751476,
1389.6551041158,1379.650757,10.0043471158,
1166.3030158787,1168.949951,2.6469351213,
1192.2615077031,1195.290161,3.0286532969,
1163.0447699527,1156.329346,6.7154239526,
1165.5771096709,1170.575562,4.9984523291,
1170.6309192308,1174.578613,3.9476937692,
1164.3885822248,1168.184448,3.7958657752,
1174.9288730453,1176.658447,1.7295739547,
1171.4459577761,1165.920288,5.5256697761,
1157.2704064671,1164.889282,7.6188755329,
1178.4927194944,1168.772339,9.7203804944,
1149.9062426437,1146.808105,3.0981376437,
1167.2894014156,1160.762573,6.5268284156,
1167.0848000143,1163.250854,3.8339460143,
1181.5425595032,1184.771118,3.2285584968,
1202.6699940822,1205.199707,2.5297129178,
1183.2283975838,1196.194458,12.9660604162,
1168.6795549557,1162.937256,5.7422989557,
1172.9710971681,1183.784302,10.8132048319,
1155.4341591514,1157.326904,1.8927448486,
1187.1570501823,1191.229248,4.0721978177,
1170.4092776315,1165.73877,4.6705076315,
1182.0650577723,1180.946533,1.1185247723,
1187.4138800107,1187.259399,0.1544810107,
1158.9092816481,1160.287964,1.3786823519,
1167.8777334354,1166.003296,1.8744374354,
1179.9548117638,1182.561523,2.6067112362,
1173.1382521737,1171.295288,1.8429641737,
1178.4001232269,1180.90979,2.5096667732,
1182.1990789791,1186.645142,4.4460630209,
1155.5299250049,1156.145264,0.6153389951,
1179.8893220539,1179.687378,0.2019440539,
1161.6475990067,1158.865234,2.7823650067,
1158.1954118079,1162.349609,4.1541971921,
1176.1878728533,1178.552124,2.3642511467,
1164.5841691943,1162.596924,1.9872451943,
1161.1515404519,1174.787354,13.6358135481,
1201.1029764105,1199.303955,1.7990214105,
1177.9255563583,1175.576538,2.3490183583,
1169.6393789429,1172.637207,2.9978280571,
1202.6905020974,1205.190063,2.4995609026,
1169.9703605151,1168.774048,1.1963125151,
1172.6870746187,1172.418579,0.2684956187,
1164.5440062443,1167.256348,2.7123417557,
1173.0636470043,1178.626465,5.5628179957,
1177.834242339,1179.81897,1.984727661,
1156.4585660229,1145.845459,10.6131070229,
1159.8608757984,1164.7948,4.9339242016,
1168.0322386179,1162.186646,5.8455926179,
1158.3315906689,1155.639038,2.6925526689,
1168.5302242581,1170.369507,1.839282742,
1175.3698826518,1173.346313,2.0235696518,
1167.8957210973,1169.334961,1.4392399027,
1184.7843834967,1187.572632,2.7882485033,
1167.3653717281,1165.610107,1.7552647281,
1167.2237404043,1169.453003,2.2292625957,
1186.187011646,1178.794678,7.392333646,
1193.4950102026,1186.935791,6.5592192026,
1179.7819927989,1179.514648,0.2673447989,
1160.5309151577,1159.466431,1.0644841577,
1171.8084849922,1178.305176,6.4966910078,
1166.6975034321,1160.520508,6.1769954321,
1161.4422367168,1157.278442,4.1637947168,
1167.8544890393,1165.785278,2.0692110393,
1170.1510662445,1168.608765,1.5423012445,
1160.6131899277,1158.022217,2.5909729277,
1170.6174341571,1172.082764,1.4653298429,
1170.6747419403,1182.380615,11.7058730597,
1170.9787002092,1174.713013,3.7343127908,
1172.5179204898,1169.261108,3.2568124898,
1196.4953424438,1195.063843,1.4314994438,
1154.7143643558,1162.112549,7.3981846442,
1175.5942599218,1168.543335,7.0509249218,
1176.1788396288,1176.110229,0.0686106288,
1188.9747345075,1188.262939,0.7117955075,
1183.5821327059,1189.503784,5.9216512941,
1170.847949885,1171.685669,0.837719115,
1154.1275937981,1159.200684,5.0730902019,
1155.3125765454,1150.630981,4.6815955454,
1158.0736034585,1162.31311,4.2395065415,
1153.5465909868,1152.125488,1.4211029868,
1166.1516904351,1164.174805,1.9768854351,
1169.9628401428,1169.247681,0.7151591428,
1182.3126689708,1183.412964,1.1002950292,
1161.1268672849,1163.343262,2.2163947151,
1162.3674345105,1176.001709,13.6342744895,
1170.1166278947,1170.070557,0.0460708946,
1176.4034406104,1170.083862,6.3195786104,
1177.1639700134,1177.030273,0.1336970134,
1180.560478892,1179.402954,1.157524892,
1158.5977208273,1153.067627,5.5300938273,
1160.4964572115,1165.481201,4.9847437885,
1165.9526923435,1168.349121,2.3964286565,
1180.4397063991,1177.97522,2.4644863991,
1156.6052669502,1157.946045,1.3407780498,
1168.6911602454,1170.554321,1.8631607546,
1194.2164552251,1195.720215,1.5037597749,
1189.1393357482,1191.568481,2.4291452518,
1175.1181485038,1180.619385,5.5012364962,
1180.0104604268,1178.014648,1.9958124268,
1158.4531668752,1156.650024,1.8031428752,
1169.7903660738,1177.215698,7.4253319262,
1181.4088906379,1182.56311,1.1542193621,
1189.4074939398,1188.677246,0.7302479398,
1194.9265726653,1195.036133,0.1095603347,
1199.6034893568,1195.050537,4.5529523568,
1183.9572632384,1181.074097,2.8831662384,
1157.3578110517,1156.760986,0.5968250517,
1180.0771731785,1175.581421,4.4957521785,
1179.0730211271,1178.122192,0.9508291271,
1170.2552827829,1167.871948,2.3833347829,
1178.8177335911,1174.459839,4.357894591,
1159.3396465335,1162.600342,3.2606954665,
1156.0708287635,1156.043945,0.0268837635,
1172.650694328,1178.404419,5.753724672,
1378.6774405488,1378.07605,0.6013905488,
1174.6431320079,1178.652222,4.0090899921,
1156.1048958876,1159.710449,3.6055531124,
1174.6148026702,1182.69165,8.0768473298,
1162.4360528252,1165.931396,3.4953431748,
1176.9588297581,1178.640259,1.6814292419,
1194.561109632,1187.667236,6.8938736319,
1289.7026545597,1287.58667,2.1159845597,
1312.5960110163,1317.649902,5.0538909837,
1150.0874213629,1144.298218,5.7892033629,
1159.2526700277,1160.483643,1.2309729723,
1179.9182327995,1180.677368,0.7591352005,
1169.0321172847,1158.592651,10.4394662846,
1155.2566564871,1158.183838,2.927181513,
1168.1969074828,1163.173462,5.0234454828,
1169.5772912798,1171.001099,1.4238077202,
1205.3280671212,1199.631226,5.6968411211,
1184.6661082288,1192.3927,7.7265917713,
1180.386481569,1179.111572,1.274909569,
1173.139787712,1181.612793,8.473005288,
1161.7326604868,1165.82666,4.0939995132,
1173.3752191949,1170.22937,3.1458491949,
1168.8814666686,1164.643555,4.2379116686,
1152.8868209956,1156.364868,3.4780470044,
1181.9764177979,1187.895386,5.9189682021,
1178.6975396656,1173.725586,4.9719536656,
1174.7397939187,1179.952881,5.2130870813,
1179.1172267312,1176.86377,2.2534567312,
1186.3359355543,1184.776978,1.5589575543,
1170.5313961405,1166.529419,4.0019771405,
1156.7550635969,1148.324097,8.4309665969,
1164.0256780736,1167.958008,3.9323299264,
1170.1674870253,1168.410156,1.7573310253,
1173.9805761785,1174.518066,0.5374898215,
1185.5323672,1184.434814,1.0975532,
1153.162213345,1151.38269,1.779523345,
1206.4709688742,1203.385742,3.0852268741,
1169.4305845619,1167.369751,2.0608335619,
1172.6375083929,1169.505615,3.1318933929,
1183.5781562603,1196.194458,12.6163017398,
1175.5303234548,1173.387085,2.1432384548,
1188.2500529608,1200.271973,12.0219200393,
1339.9609320806,1388.255127,48.2941949194,
1149.7877494862,1148.772583,1.0151664862,
1170.2453168046,1175.857178,5.6118611954,
1180.1986798911,1173.842285,6.3563948911,
1166.2333032284,1170.515869,4.2825657716,
1177.0461662334,1180.557861,3.5116947666,
1164.6196885579,1166.776123,2.1564344421,
1298.4770744439,1297.66333,0.8137444439,
1175.3887683198,1171.085205,4.3035633198,
1187.4998796622,1192.519775,5.0198953378,
1195.7510324713,1190.491089,5.2599434713,
1165.2461949429,1160.241943,5.0042519429,
1184.1752860877,1184.086914,0.0883720877,
1313.4920436565,1361.506836,48.0147923435,
1162.7986217033,1155.305664,7.4929577033,
1196.6878662667,1197.762817,1.0749507333,
1158.0047533752,1158.393188,0.3884346248,
1173.5199603171,1176.805176,3.285215683,
1179.7282421543,1184.017456,4.2892138457,
1184.8944356175,1189.665894,4.7714583825,
1169.8368979155,1175.606323,5.7694250845,
1176.962121388,1176.107666,0.854455388,
1175.5233937019,1170.488159,5.0352347019,
1180.3000467262,1177.582031,2.7180157262,
1179.7250583796,1184.477295,4.7522366204,
1151.9734617056,1147.95813,4.0153317056,
1162.1244498795,1163.372925,1.2484751205,
1179.6735712165,1172.928223,6.7453482165,
1157.4584769135,1161.341797,3.8833200865,
1162.8474644933,1161.512207,1.3352574933,
1166.7384149727,1163.796265,2.9421499727,
1157.5077328012,1161.289551,3.7818181988,
1169.1282084596,1165.166382,3.9618264596,
1160.7955581657,1163.458374,2.6628158343,
1184.2606961433,1183.780029,0.4806671433,
1162.6941812844,1164.592407,1.8982257156,
1158.3881072451,1156.998535,1.3895722451,
1172.7851045815,1168.454102,4.3310025815,
1152.0194352403,1148.041382,3.9780532403,
1177.0360141112,1174.265259,2.7707551112,
1176.6202441768,1180.381348,3.7611038232,
1303.9422091675,1309.777466,5.8352568326,
1169.9847483849,1168.85498,1.1297683849,
1177.1114911873,1179.001221,1.8897298127,
1162.9115316271,1162.72644,0.1850916271,
1181.6429992645,1179.667236,1.9757632645,
1204.7398463607,1212.760376,8.0205296394,
1373.3914225442,1378.689697,5.2982744558,
1172.1661471961,1175.924194,3.7580468039,
1179.4571512305,1173.295288,6.1618632305,
1158.0548537852,1158.055542,0.0006882148,
1180.62440401,1184.664551,4.04014699,
1153.5235544603,1152.411133,1.1124214603,
1167.1557984237,1166.447876,0.7079224237,
1193.8959302082,1195.865112,1.9691817918,
1179.3197237497,1178.541504,0.7782197497,
1169.8300928829,1170.674683,0.8445901171,
1179.6583163141,1176.065308,3.5930083141,
1145.8280243695,1145.855225,0.0272006306,
1186.8980939782,1194.063599,7.1655050218,
1156.5576272325,1157.122437,0.5648097675,
1175.7018199522,1181.753052,6.0512320478,
1167.4304573357,1171.917725,4.4872676644,
1169.5129220559,1163.378418,6.1345040559,
1182.441539112,1186.262451,3.820911888,
1158.9873289403,1165.287109,6.2997800597,
1172.4113183129,1169.730713,2.6806053129,
1168.2140373241,1168.377319,0.163281676,
1159.1686655014,1158.143799,1.0248665014,
1177.6328398171,1177.357544,0.2752958171,
1163.7214607402,1166.82605,3.1045892598,
1162.1901412656,1164.757935,2.5677937344,
1152.7583331943,1147.617065,5.1412681943,
1171.0895062193,1177.93457,6.8450637807,
1183.2907568093,1182.466553,0.8242038093,
1184.0245783732,1186.694214,2.6696356269,
1166.2390107409,1164.784302,1.4547087409,
1170.6908586348,1173.61438,2.9235213652,
1163.1486509071,1166.297852,3.149201093,
1157.2919659348,1162.210938,4.9189720652,
1171.8239089523,1171.440308,0.3836009523,
1203.9876271167,1208.174805,4.1871778833,
1161.9657656605,1162.283569,0.3178033395,
1152.5076370877,1157.58252,5.0748829123,
1175.9477930741,1175.67627,0.2715230741,
1159.7062036778,1161.494019,1.7878153223,
1180.0827779195,1183.242798,3.1600200805,
1170.6131223284,1169.091309,1.5218133284,
1173.903188349,1170.923828,2.979360349,
1158.088439459,1164.793335,6.704895541,
1158.5937847886,1151.637573,6.9562117886,
1175.461330869,1167.796265,7.665065869,
1155.7875833713,1154.210205,1.5773783713,
1193.358407791,1193.380127,0.021719209,
1178.7444325095,1180.015747,1.2713144905,
1164.8960678026,1169.601318,4.7052501974,
1147.8722055273,1152.321045,4.4488394727,
1161.9678572931,1157.383545,4.5843122931,
1171.0702973279,1174.309937,3.2396396721,
1169.8116287479,1178.076782,8.2651532521,
1169.601536263,1170.555054,0.953517737,
1172.4576655129,1173.42041,0.9627444871,
1161.9232228431,1168.644165,6.7209421569,
1191.84958641,1186.366333,5.48325341,
1167.2083287387,1174.925171,7.7168422613,
1158.2046755806,1154.97168,3.2329955806,
1165.9053082509,1168.888184,2.9828757492,
1174.3355313503,1169.401367,4.9341643503,
1166.5317427084,1167.424561,0.8928182916,
1169.3191655183,1160.632446,8.6867195183,
1161.3094703119,1160.736938,0.5725323119,
1182.4040570494,1184.436035,2.0319779506,
1183.2920025677,1186.917603,3.6256004323,
1175.8321700523,1174.59082,1.2413500523,
1165.8622019488,1173.535278,7.6730760513,
1180.8169673751,1165.302246,15.5147213751,
1189.3828588675,1187.854492,1.5283668675,
1162.3788522027,1162.055786,0.3230662027,
1198.0488708215,1205.342896,7.2940251785,
1151.8792376735,1150.672607,1.2066306735,
1185.1956106573,1187.039307,1.8436963427,
1186.896152762,1185.115356,1.780796762,
1162.939620433,1167.481201,4.541580567,
1178.4411989497,1176.425293,2.0159059497,
1175.4004476687,1184.948242,9.5477943313,
1170.3585424665,1173.817993,3.4594505335,
1177.4109462911,1174.983521,2.4274252911,
1163.874855069,1161.718262,2.156593069,
1159.6223309472,1163.522217,3.8998860528,
1187.7391665461,1203.352295,15.6131284539,
1190.0777953569,1190.54248,0.4646846431,
1156.2744311103,1157.812012,1.5375808897,
1183.4989822038,1185.647949,2.1489667962,
1188.769624074,1193.505249,4.735624926,
1170.3870954949,1174.361694,3.9745985051,
1169.7230016016,1170.876953,1.1539513984,
1343.3066198469,1331.687378,11.6192418469,
1164.106224535,1174.475708,10.369483465,
1169.3340335731,1171.452759,2.1187254269,
1175.7953652455,1175.835327,0.0399617545,
1161.9423465655,1163.324951,1.3826044345,
1177.4741037416,1185.452026,7.9779222584,
1182.0342286277,1180.720703,1.3135256277,
1178.6158343237,1177.983521,0.6323133237,
1175.7445567479,1181.94873,6.2041732521,
1186.5984228162,1185.938965,0.6594578162,
1167.4065822983,1170.417969,3.0113867017,
1185.4149051819,1182.283813,3.1310921819,
1172.9556726859,1175.77063,2.8149573141,
1200.6634260399,1200.838501,0.1750749601,
1381.6010876931,1367.765015,13.8360726931,
1164.52646595,1157.837891,6.68857495,
1167.2526718181,1171.917725,4.6650531819,
1178.8801489536,1179.659668,0.7795190464,
1175.5713251344,1184.948242,9.3769168656,
1181.9670177175,1176.80896,5.1580577175,
1180.1227142163,1179.289917,0.8327972163,
1168.8425260311,1168.487549,0.354977031,
1151.3266782408,1149.187134,2.1395442408,
1177.6286953658,1166.330566,11.2981293658,
1173.2010486639,1172.305176,0.8958726639,
1153.3444890693,1153.411865,0.0673759307,
1184.3993215854,1182.459717,1.9396045854,
1163.3659566206,1166.402222,3.0362653794,
1163.646282997,1157.875488,5.770794997,
1183.6067346986,1192.53894,8.9322053014,
1170.5782405017,1168.313599,2.2646415016,
1176.9806192308,1178.275513,1.2948937692,
1160.8155536487,1163.60498,2.7894263513,
1175.6073865524,1178.822144,3.2147574476,
1158.650151878,1162.642822,3.992670122,
1175.432289459,1172.529907,2.902382459,
1191.2830645524,1192.021362,0.7382974476,
1184.3360007961,1187.489014,3.153013204,
1191.9081405649,1190.650635,1.2575055649,
1152.4915490699,1149.671631,2.8199180699,
1157.2714482341,1159.861816,2.5903677659,
1181.1440429357,1187.692871,6.5488280643,
1158.3719912063,1157.232178,1.1398132063,
1191.4399092863,1192.856079,1.4161697137,
1146.9545952025,1151.128174,4.1735787975,
1392.8704358633,1391.128296,1.7421398632,
1182.7804965934,1186.106689,3.3261924066,
1171.170895713,1169.003662,2.167233713,
1184.247009089,1188.684082,4.437072911,
1161.9414505896,1168.619019,6.6775684104,
1186.9554321144,1183.863892,3.0915401144,
1161.4938296466,1157.779785,3.7140446466,
1179.2263216535,1178.410767,0.8155546534,
1324.7526613857,1336.525757,11.7730956143,
1184.7440882789,1193.192383,8.4482947211,
1185.9794330954,1181.29541,4.6840230954,
1178.7594043886,1175.366211,3.3931933886,
1180.9313813604,1184.091187,3.1598056396,
1192.1593447857,1193.878052,1.7187072143,
1185.5910940307,1188.088745,2.4976509693,
1186.814738506,1177.366333,9.448405506,
1162.8268656369,1158.84082,3.9860456369,
1181.5317693753,1181.055786,0.4759833753,
1182.2070169475,1184.222046,2.0150290525,
1189.6424131117,1186.202026,3.4403871116,
1151.9351731378,1147.95813,3.9770431378,
1165.6609482175,1169.185181,3.5242327825,
1168.0110755519,1166.77124,1.2398355519,
1175.3025667063,1179.645996,4.3434292937,
1181.5063210689,1186.00293,4.4966089311,
1192.6228342497,1193.221069,0.5982347503,
1178.8552451259,1178.275391,0.5798541259,
1177.1974157967,1179.432739,2.2353232033,
